Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source,Address,latitude,longitude
3/1/16,Complete Coach Works,Complete Coach Works,Corporate HQ,Original,Riverside,CA,Parts,Power Electronics,Operational,NA,No Evidence,NA,NA,CA39,No Evidence,$0,None,http://completecoach.com/,"Corporate HQ, Riverside, CA",33.913485524091,-117.264941444851
2/1/16,Sensata,Sensata,Attleboro Facility,Original,Attleboro,MA,Parts,Power Electronics; Other Electrification Components,Operational,2016,No Evidence,NA,NA,MA04,No Evidence,$0,None,https://www.sensata.com/,"Attleboro Facility, Attleboro, MA",41.944543,-71.284088
1/20/16,Forest River,Starcraft Bus,Goshen Bus Manufacturing Facility,Original,Goshen,IN,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2016,No Evidence,NA,NA,IN02,No Evidence,$0,None,https://www.prnewswire.com/news-releases/motiv-power-systems-and-creative-bus-sales-partner-to-build-a-zero-emission-all-electric-school-bus-300206843.html,"Goshen Bus Manufacturing Facility, Goshen, IN",41.581218,-85.834392
1/1/16,Metals Recovery Holdings,INMETCO,INMETCO,Original,Ellwood City,PA,Battery Recycling,Recycling,Operational,2016,Good Evidence,NA,NA,PA16,No Evidence,$0,None,https://calepa.ca.gov/climate/lithium-ion-car-battery-recycling-advisory-group-meeting-materials-11-4-19-background,"INMETCO, Ellwood City, PA",40.856297,-80.279863
8/25/15,Toyota Motor Company,Denso,DENSO Manufacturing Tennessee,Original,Marysville,TN,Parts,Other Electrification Components,Operational,2017,No Evidence,NA,NA,TN02,No Evidence,$0,None,https://www.prnewswire.com/news-releases/denso-in-maryville-tennessee-to-invest-400-million-and-hire-500-300133245.html,"DENSO Manufacturing Tennessee, Marysville, TN",35.7613,-84.0066
8/12/15,Wanxiang,Karma Automotive,Moreno Valley Manufacturing Plant,Original,Moreno Valley,CA,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2016,No Evidence,"$30,000,000",100,CA39,No Evidence,$0,None,https://www.motortrend.com/news/fisker-signs-lease-on-southern-california-manufacturing-plant/,"Moreno Valley Manufacturing Plant, Moreno Valley, CA",33.91752,-117.15781
7/2/15,Odyne Systems,Odyne Systems,HQ and Manufacturing Facility,Original,Pewaukee,WI,Parts,EV Drive Systems,Operational,2015,No Evidence,NA,NA,WI05,No Evidence,$0,None,https://archive.jsonline.com/business/odyne-systems-tapping-into-demand-for-lower-emission-trucks-b99529967z1-311648151.html,"HQ and Manufacturing Facility, Pewaukee, WI",43.075892,-88.225038
5/27/15,Workhorse,Workhorse,Motiv Hayward Plant,Original,Hayward,CA,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2015,No Evidence,"$8,100,000",20,NA,No Evidence,$0,None,https://www.prnewswire.com/news-releases/motiv-power-systems-wins-81-million-and-opens-manufacturing-facility-to-meet-all-electric-truck-and-bus-demand-300089217.html,"Motiv Hayward Plant, Hayward, CA",37.672111,-122.083963
3/24/15,Freudenberg,Xalt Energy,Xalt Energy Battery Park,Original,Midland,MI,Batteries,Modules; Packs,Canceled,2016,No Evidence,"$600,000,000",300,MI08,No Evidence,$0,None,"https://www.mlive.com/business/mid-michigan/2015/03/xalt_energy_enters_1_billion_l.html#:~:text=To%20date%2C%20XALT%20has%20invested,News%2FThe%20Bay%20City%20Times.","Xalt Energy Battery Park, Midland, MI",43.606893,-84.210604
10/21/14,Mitsubishi,Mitsubishi Electric,Maysville Facility,Original,Maysville,KY,Parts,Other Electrification Components,Operational,NA,No Evidence,NA,NA,KY04,No Evidence,$0,None,http://www.meaa-mea.com/,"Maysville Facility, Maysville, KY",38.636344,-83.794555
10/6/14,Lundin Mining,Lundin Mining,Humboldt Mill,Original,Champion,MI,Minerals,Nickel,Operational,2014,No Evidence,"$280,000,000",NA,MI01,No Evidence,$0,None,https://lundinmining.com/news/lundin-mining-announces-agreement-to-purchase-free-122591/,"Humboldt Mill, Champion, MI",46.483929,-87.897722
1/1/14,Cox Automotive,Spiers New Technologies,Spiers New Technologies,Original,Oklahoma City,OK,Battery Recycling,Recycling,Operational,2014,No Evidence,NA,NA,OK04,No Evidence,$0,None,https://oklahoma.gov/ocast/about-ocast/news/snt-8-13-20.html,"Spiers New Technologies, Oklahoma City, OK",35.374916,-97.49026
10/29/13,BYD,BYD,Lancaster Factory,Original,Lancaster,CA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2013,Good Evidence,NA,NA,CA27,No Evidence,$0,None,https://www.nytimes.com/2013/10/30/automobiles/from-china-to-los-angeles-taking-the-electric-bus.html,"Lancaster Factory, Lancaster, CA",40.046394,-76.296547
6/3/13,Coda,Coda,Coda Benica Plant,Update,Benicia,CA,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2013,No Evidence,"($200,000,000)",-50,CA08,No Evidence,NA,None,https://www.pressdemocrat.com/2013/06/03/much-heralded-benicia-electric-car-assembly-plant-closes/,"Coda Benica Plant, Benicia, CA",38.053926,-122.155566
11/26/12,Morimura Group,Wells Vehicle Electronics,HQ and Manufacturing Facility,Original,Fond du Lac,WI,Parts,Other Electrification Components,Operational,NA,Good Evidence,NA,NA,WI06,No Evidence,$0,None,https://businessfacilities.com/wells-to-consolidate-locations-expand-in-fond-du-lac-wi/,"HQ and Manufacturing Facility, Fond du Lac, WI",43.77195,-88.433826
11/13/12,BASF,BASF,Elyria Lithium-ion Battery Material Manufacturing Plant,Original,Elyria,OH,Batteries,Cathodes,Operational,2012,Some Evidence,"$50,000,000",25,OH05,No Evidence,$0,None,https://www.basf.com/ru/ru/media/news-releases/2012/11/p-12-226.html,"Elyria Lithium-ion Battery Material Manufacturing Plant, Elyria, OH",41.367714,-82.10782
10/17/12,Wanxiang,A123 Systems,Livonia Factory,Update,Livonia,MI,Batteries,Cells,Canceled,2012,No Evidence,"($600,000,000)",-5000,MI12,No Evidence,"($249,000,000)",Loan Programs Office (LPO),https://www.nytimes.com/2012/10/17/business/battery-maker-a123-systems-files-for-bankruptcy.html,"Livonia Factory, Livonia, MI",42.3950635,-83.3694956
3/28/12,Trans Tech,Trans Tech,Warwick Manufacturing Facility,Original,Warwick,NY,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2012,No Evidence,NA,NA,NY18,No Evidence,$0,None,https://www.warwickadvertiser.com/news/local-news/warwick-firm-assembles-first-zero-emissions-type-a-electric-school-bus-FXWA20120328120329950,"Warwick Manufacturing Facility, Warwick, NY",41.260504,-74.357139
2/7/12,Fisker,Fisker,Delaware Factory,Update,Wilmington,DE,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2012,Good Evidence,"($359,400,000)",-2000,DE,No Evidence,"($359,400,000)",Loan Programs Office (LPO),https://www.bloomberg.com/news/articles/2012-02-06/fisker-s-delaware-project-delayed-after-u-s-cuts-off-loan,"Delaware Factory, Wilmington, DE",39.746266,-75.550586
1/27/12,Ener1,EnerDel,Indianapolis Facility,Update,Indianapolis,IN,Batteries,Cells,Canceled,2012,No Evidence,"($237,000,000)",-1400,IN05,No Evidence,"($118,500,000)",American Rescue and Recovery Act,https://abc7ny.com/archive/8521501/,"Indianapolis Facility, Indianapolis, IN",39.850759,-86.28527
1/12/12,Andromeda Power,Andromeda Power,California Manufacturing Facility,Original,Long Beach,CA,EV Charging,Charging Units,Operational,2012,No Evidence,NA,NA,CA42,No Evidence,$0,None,http://www.andromedapower.com/advanced-form-factor-neutral-electric-vehicle-charger/,"California Manufacturing Facility, Long Beach, CA",33.859631,-117.848506
12/1/11,Sam Dong,Sam Dong,Rogersville 2 Manufacturing Facility,Original,Rogersville,TN,Parts,Other Electrification Components,Operational,2014,No Evidence,"$1,400,000",43,TN01,No Evidence,$0,None,https://www.tn.gov/news/2011/12/1/sam-dong-to-open-second-facility-in-rogersville.html,"Rogersville 2 Manufacturing Facility, Rogersville, TN",36.407893,-83.007123000000007
11/12/11,Coda,Coda,Coda Benica Plant,Original,Benicia,CA,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2012,No Evidence,"$200,000,000",50,CA08,No Evidence,NA,None,https://abc7news.com/archive/8351723/,"Coda Benica Plant, Benicia, CA",38.053926,-122.155566
10/17/11,Hitachi Group,Hitachi Automotive Systems Americas,Mercer County Plant,Original,Harrodsburg,KY,Batteries,Packs,Operational,2012,No Evidence,"$12,000,000",60,KY06,No Evidence,$0,None,https://www.tradeandindustrydev.com/region/kentucky/news/ky-gov-beshear-announces-hitachi-automotive-5778,"Mercer County Plant, Harrodsburg, KY",37.76281,-84.84513
8/30/11,Hitachi Group,Hitachi Automotive Systems Americas,Berea Motor Plant,Original,Berea,KY,Parts,EV Motors,Operational,2012,No Evidence,"$74,500,000",130,KY06,No Evidence,$0,None,https://www.weku.org/business-and-the-economy/2011-08-30/2nd-hitachi-plant-announced-for-berea,"Berea Motor Plant, Berea, KY",37.58847,-84.29364
6/9/11,Ford Motor Company,Ford,Rawsonville Plant,Expansion 1,Ypsilanti,MI,Batteries,Packs,Operational,2012,Good Evidence,NA,85,MI06,No Evidence,$0,None,https://www.prnewswire.com/news-releases/ford-to-triple-production-capacity-of-electrified-vehicles-in-north-america-by-2013-led-by-c-max-hybrid-c-max-energi-123556369.html,"Rawsonville Plant, Ypsilanti, MI",42.199576,-83.557858
2/1/11,YAGEO,KEMET Electronics Corporation,Mauldin Plant,Original,Simpsonville,SC,Parts,Power Electronics,Operational,2011,No Evidence,NA,110,SC04,No Evidence,$0,None,https://www.energy.gov/eere/vehicles/articles/dc-bus-capacitor-manufacturing-facility-electric-drive-vehicles-2,"Mauldin Plant, Simpsonville, SC",34.738029,-82.254125
1/26/11,Longboard Capital Advisors,Fixx Energy,Nissan Battery Plant,Original,Smyrna,TN,Batteries,Cells,Operational,2012,No Evidence,NA,350,TN04,No Evidence,$0,None,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,"Nissan Battery Plant, Smyrna, TN",35.960179642718,-86.48482150043
11/5/10,LG Corporation,LG Energy Solution,Holland Battery Factory,Original,Holland,MI,Batteries,Cells; Packs,Operational,2012,No Evidence,"$303,000,000",1300,MI04,No Evidence,$0,None,https://www.michigan.gov/formergovernors/recent/granholm/press-releases/2010/11/05/lg-chem-plans-to-establish-new-electrolyte-production-plant-in-holland-bolstering-michigans,"Holland Battery Factory, Holland, MI",40.57205,-75.16545
9/13/10,Wanxiang,A123 Systems,Livonia Factory,Original,Livonia,MI,Batteries,Cells,Canceled,2012,No Evidence,"$600,000,000",5000,MI12,No Evidence,"$249,000,000",Loan Programs Office (LPO),https://www.mlive.com/svengustafson/2009/04/new_a123_plant_in_livonia_will.html,"Livonia Factory, Livonia, MI",42.3950635,-83.3694956
6/23/10,Toshiba,TIC Automotive Systems,Houston Facility,Original,Houston,TX,Parts,EV Motors,Operational,2011,No Evidence,NA,NA,TX38,No Evidence,$0,None,https://www.toshiba.com/tic/,"Houston Facility, Houston, TX",29.748011,-95.597291
5/27/10,Nissan,Nissan,Smyrna Vehicle Assembly Plant,Original,Smyrna,TN,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2012,No Evidence,"$1,700,000,000",1300,TN04,Good Evidence,"$725,000,000",Loan Programs Office (LPO),https://www.reliableplant.com/Read/24773/Nissan-battery-plant-Tennessee,"Smyrna Vehicle Assembly Plant, Smyrna, TN",35.981948,-86.518531
5/26/10,Ford Motor Company,Ford,Rawsonville Plant,Original,Ypsilanti,MI,Batteries,Packs,Operational,2012,Good Evidence,"$10,000,000",40,MI06,No Evidence,$0,None,https://www.theengineer.co.uk/content/news/ford-makes-electric-investment/,"Rawsonville Plant, Ypsilanti, MI",42.199576,-83.557858
4/20/10,"BASF, Toda Kogyo",BASF TODA Battery Materials,Toda America Battle Creek Manufacturing Plant,Original,Battle Creek,MI,Minerals,Lithium,Operational,2011,No Evidence,"$70,000,000",55,MI04,No Evidence,$0,None,https://www.reliableplant.com/Read/24109/Toda-America-battery-plant,"Toda America Battle Creek Manufacturing Plant, Battle Creek, MI",42.31918,-85.182454
2/1/10,Ener1,EnerDel,Indianapolis Facility,Original,Indianapolis,IN,Batteries,Cells,Canceled,NA,No Evidence,"$237,000,000",1400,IN05,No Evidence,"$118,500,000",American Rescue and Recovery Act,https://cen.acs.org/articles/88/i5/EnerDel-Build-Indiana-Battery-Plant.html,"Indianapolis Facility, Indianapolis, IN",39.850759,-86.28527
1/20/10,Asahi Kasei Company,Celgard,Concord Manufacturing Facility,Original,Concord,NC,Batteries,Separators,Operational,2012,No Evidence,NA,NA,NC12,No Evidence,$0,None,https://www.commerce.nc.gov/news/press-releases/celgard-add-289-jobs-invest-91-million,"Concord Manufacturing Facility, Concord, NC",35.418679,-80.659813
1/1/10,Phoenix Motorcars,Phoenix Motorcars,Greenville Assembly Facility,Original,Greenville,SC,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2010,No Evidence,NA,NA,SC04,No Evidence,$0,None,https://www.greenville.com/news/proterra0210.html,"Greenville Assembly Facility, Greenville, SC",34.850746,-82.398964
10/26/09,Fisker,Fisker,Delaware Factory,Original,Wilmington,DE,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2012,Good Evidence,"$359,400,000",2000,DE,No Evidence,"$359,400,000",Loan Programs Office (LPO),https://www.autoweek.com/news/a2016701/fisker-buy-former-gm-solsticesky-plant-delaware-18-million/,"Delaware Factory, Wilmington, DE",39.746266,-75.550586
8/13/09,General Motors,General Motors,Brownstown Battery,Original,Brownstown,MI,Batteries,Packs,Operational,2010,Good Evidence,"$82,300,000",423,MI06,No Evidence,$0,None,https://www.michiganbusiness.org/press-releases/2009/08/lt.-governor-cherry-hails-gm-advanced-battery-facility-location-in-brownstown-twp/,"Brownstown Battery, Brownstown, MI",42.0953119,-83.233083
7/28/09,Vanner,Vanner,HQ and Manufacturing Facility,Original,Hilliard,OH,Parts,Power Electronics; Other Electrification Components,Operational,NA,Some Evidence,NA,NA,OH15,No Evidence,$0,None,http://www.vanner.com/,"HQ and Manufacturing Facility, Hilliard, OH",40.03429,-83.139245
5/26/09,Asahi Kasei Company,Celgard,Charlotte Manufacturing Facility,Original,Charlotte,NC,Batteries,Separators,Operational,2010,No Evidence,"$135,000,000",NA,NC14,No Evidence,$0,None,https://www.greencarcongress.com/2009/05/celgard-doe-20090527.html,"Charlotte Manufacturing Facility, Charlotte, NC",40.81976,-88.28894
1/20/09,Vantage Vehicle,Vantage Vehicle,Corona Manufacturing Facility and HQ,Original,Corona,CA,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2009,No Evidence,NA,NA,CA41,No Evidence,$0,None,https://www.greenfleetmagazine.com/120996/vantage-vehicle-international-launches-its-line-of-neighborhood-all-electric-utility-trucks-and-vans,"Corona Manufacturing Facility and HQ, Corona, CA",33.875665,-117.568843
1/1/09,Sam Dong,Sam Dong,Delaware Manufacturing Facility,Original,Delaware,OH,Parts,Other Electrification Components,Operational,2009,No Evidence,NA,56,OH04,No Evidence,$0,None,https://samdong.com/us/company/intro.do,"Delaware Manufacturing Facility, Delaware, OH",41.28394,-84.5155
9/17/07,Sam Dong,Sam Dong,Rogersville Manufacturing Facility,Original,Rogersville,TN,Parts,Other Electrification Components,Operational,2008,No Evidence,NA,50,TN01,No Evidence,$0,None,https://www.timesnews.net/news/local-news/south-korean-company-buys-rogersville-plant/article_f79f41dd-cc79-5de3-8100-b6374b547dc7.html,"Rogersville Manufacturing Facility, Rogersville, TN",36.407893,-83.007123000000007
NA,American Lithium Energy,American Lithium Energy,ALE HQ and Manufacturing Facility,Original,Carlsbad,CA,Batteries,Cells,Operational,NA,No Evidence,NA,75,CA49,No Evidence,$0,None,https://www.americanlithiumenergy.com/about-1,"ALE HQ and Manufacturing Facility, Carlsbad, CA",33.1660368,-117.3379272
NA,Battery M.D.,Battery M.D.,Battery M.D.,Original,McClellan Park,CA,Battery Recycling,Recycling,Operational,NA,No Evidence,NA,NA,CA06,No Evidence,$0,None,http://www.batterymd.com/about.html,"Battery M.D., McClellan Park, CA",38.6521902,-121.394423
NA,Chargetek,Chargetek,California Manufacturing Facility,Original,Ventura,CA,Parts,Other Electrification Components,Operational,NA,No Evidence,NA,NA,CA24,No Evidence,$0,None,http://www.chargetek.com/,"California Manufacturing Facility, Ventura, CA",33.859631,-117.848506
NA,ChargeTronix,ChargeTronix,Costa Mesa Manufacturing Facility,Original,Costa Mesa,CA,EV Charging,Charging Units,Operational,NA,No Evidence,NA,NA,CA47,No Evidence,$0,None,https://www.chargetronix.com/,"Costa Mesa Manufacturing Facility, Costa Mesa, CA",33.663857,-117.904765
NA,Cirba Solutions,Cirba Solutions,Baltimore Facility,Original,Baltimore,OH,Battery Recycling,Recycling,Operational,NA,No Evidence,NA,NA,OH12,No Evidence,$0,None,https://www.autonews.com/mobility-report-newsletter/battery-recycler-cirba-solutions-plans-expand-preparation-evs,"Baltimore Facility, Baltimore, OH",39.845438,-82.602627
NA,Cirba Solutions,Cirba Solutions,Brea Facility,Original,Anaheim,CA,Battery Recycling,Recycling,Operational,NA,No Evidence,NA,NA,CA46,No Evidence,$0,None,https://www.autonews.com/mobility-report-newsletter/battery-recycler-cirba-solutions-plans-expand-preparation-evs,"Brea Facility, Anaheim, CA",33.834492,-117.915638
NA,Complete Coach Works,Complete Coach Works,Northern California Facility,Original,Alameda,CA,Parts,EV Drive Systems,Operational,NA,No Evidence,NA,NA,CA12,No Evidence,$0,None,http://completecoach.com/,"Northern California Facility, Alameda, CA",37.89854,-121.19772
NA,Curtiss-Wright Corporation,Arens Controls Company,Arlington Heights Facility,Original,Arlington Heights,IL,Parts,Power Electronics,Operational,NA,Good Evidence,NA,NA,IL05,No Evidence,$0,None,https://www.cw-industrialgroup.com,"Arlington Heights Facility, Arlington Heights, IL",42.0829775,-87.9804577
NA,Cygnus,Cygnus,HQ and Manufacturing Facility,Original,Paterson,NJ,Parts,Power Electronics,Operational,NA,No Evidence,NA,NA,NJ09,No Evidence,$0,None,https://www.cygnusnj.com,"HQ and Manufacturing Facility, Paterson, NJ",40.9166123,-74.1721908
NA,Daikin,Daikin,Battery Manufacturing Campus,Original,Decatur,AL,Batteries,Electrolytes and Electrolyte Inputs,Operational,NA,No Evidence,NA,NA,AL05,No Evidence,$0,None,https://daikin-america.com/automotive/,"Battery Manufacturing Campus, Decatur, AL",34.6055281,-86.9799871
NA,Daimler Truck,DMR Electronics,Hibbing Facility,Original,Hibbing,MN,Parts,Power Electronics,Operational,NA,No Evidence,NA,NA,MN08,No Evidence,$0,None,https://northamerica.daimlertruck.com/PressDetail/detroit-reman-plant-in-hibbing-mn-2023-05-11,"Hibbing Facility, Hibbing, MN",47.3923979,-92.8423221
NA,Electro Technik Industries,Advanced Conversion,Vermont Office,Original,Barre,VT,Parts,Power Electronics,Operational,NA,No Evidence,NA,NA,VT,No Evidence,$0,None,https://advanced-conversion.com/about/,"Vermont Office, Barre, VT",44.189742,-72.499601
NA,Ideanomics,US Hybrid,California Manufacturing Facility,Original,Downey,CA,Parts,Electric Powertrains,Operational,NA,No Evidence,NA,NA,CA42,No Evidence,$0,None,http://www.ushybrid.com/,"California Manufacturing Facility, Downey, CA",33.859631,-117.848506
NA,Ideanomics,US Hybrid,Connecticut Manufacturing Facility,Original,South Windsor,CT,Parts,Electric Powertrains,Operational,NA,No Evidence,NA,NA,CT01,No Evidence,$0,None,http://www.ushybrid.com/,"Connecticut Manufacturing Facility, South Windsor, CT",41.8268266,-72.5532621
